fwer,sensitivity,sm_sigma,snr,n,method
0.0,0.0,0.0,0.5,7,voxelwise_rft
0.0,0.0,0.0,0.75,7,voxelwise_rft
0.0,0.0,0.0,1.0,7,voxelwise_rft
0.0,0.0,0.0,1.25,7,voxelwise_rft
0.05,0.0008849557522123894,0.0,1.5,7,voxelwise_rft
0.0,0.0004424778761061947,0.0,1.75,7,voxelwise_rft
0.0,0.005309734513274336,0.0,2.0,7,voxelwise_rft
0.0,0.007079646017699115,0.0,2.25,7,voxelwise_rft
0.0,0.011946902654867256,0.0,2.5,7,voxelwise_rft
0.0,0.015044247787610618,0.0,2.75,7,voxelwise_rft
0.05,0.02300884955752212,0.0,3.0,7,voxelwise_rft
0.0,0.0,0.1,0.0,7,voxelwise_rft
0.0,0.0,0.1,0.1,7,voxelwise_rft
0.05,0.0,0.1,0.25,7,voxelwise_rft
0.0,0.0,0.1,0.5,7,voxelwise_rft
0.0,0.0,0.1,0.75,7,voxelwise_rft
0.0,0.0,0.1,1.0,7,voxelwise_rft
0.0,0.0008849557522123894,0.1,1.25,7,voxelwise_rft
0.05,0.0,0.1,1.5,7,voxelwise_rft
0.0,0.0022123893805309734,0.1,1.75,7,voxelwise_rft
0.0,0.002654867256637168,0.1,2.0,7,voxelwise_rft
0.0,0.005752212389380531,0.1,2.25,7,voxelwise_rft
0.0,0.01415929203539823,0.1,2.5,7,voxelwise_rft
0.0,0.019469026548672566,0.1,2.75,7,voxelwise_rft
0.0,0.02566371681415929,0.1,3.0,7,voxelwise_rft
0.0,0.0,0.25,0.0,7,voxelwise_rft
0.0,0.0,0.25,0.1,7,voxelwise_rft
0.0,0.0,0.25,0.25,7,voxelwise_rft
0.0,0.0,0.25,0.5,7,voxelwise_rft
0.05,0.0,0.25,0.75,7,voxelwise_rft
0.0,0.0,0.25,1.0,7,voxelwise_rft
0.0,0.0003355704697986577,0.25,1.25,7,voxelwise_rft
0.0,0.001006711409395973,0.25,1.5,7,voxelwise_rft
0.0,0.0016778523489932886,0.25,1.75,7,voxelwise_rft
0.0,0.0030201342281879194,0.25,2.0,7,voxelwise_rft
0.0,0.006375838926174497,0.25,2.25,7,voxelwise_rft
