,FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM
203,0.0,,0.0,0.25,2,Clusterwise RFT,3.4,3.3289082366919596
204,0.0,,0.0,0.25,2,Clusterwise RFT,3.6,3.3346815899817144
205,0.0,,0.0,0.25,2,Clusterwise RFT,3.8,3.3186447999173487
206,0.0,,0.0,0.25,2,Clusterwise RFT,4.0,3.3163269099784807
207,0.0,,0.0,0.25,2,Clusterwise RFT,4.2,3.3469306616532037
208,0.0,,0.0,0.25,2,Clusterwise RFT,4.6,3.3458012158306474
209,0.0,,0.0,0.25,5,Clusterwise RFT,2.4,3.3349632683158137
210,0.0,,0.0,0.25,5,Clusterwise RFT,2.6,3.3409010704830497
211,0.0,,0.0,0.25,5,Clusterwise RFT,2.8,3.312714526824617
212,0.0,,0.0,0.25,5,Clusterwise RFT,3.0,3.341648239119764
213,0.0,,0.0,0.25,5,Clusterwise RFT,3.2,3.324618029208402
214,0.0,,0.0,0.25,5,Clusterwise RFT,3.4,3.3432007210174404
215,0.0,,0.0,0.25,5,Clusterwise RFT,3.6,3.3259687778153952
216,0.0,,0.0,0.25,5,Clusterwise RFT,3.8,3.3334097954875475
217,0.0,,0.0,0.25,5,Clusterwise RFT,4.0,3.3403451871009953
218,0.0,,0.0,0.25,5,Clusterwise RFT,4.2,3.3244545078025105
219,0.0,,0.0,0.25,5,Clusterwise RFT,4.6,3.3121536050803266
220,0.0,,0.0,0.25,7,Clusterwise RFT,2.4,3.3201599340038683
221,0.0,,0.0,0.25,7,Clusterwise RFT,2.6,3.3444969914202503
222,0.0,,0.0,0.25,7,Clusterwise RFT,2.8,3.3493937672078644
223,0.0,,0.0,0.25,7,Clusterwise RFT,3.0,3.3278634567500305
224,0.0,,0.0,0.25,7,Clusterwise RFT,3.2,3.326400825920393
225,0.0,,0.0,0.25,7,Clusterwise RFT,3.4,3.327629342176027
226,0.0,,0.0,0.25,7,Clusterwise RFT,3.6,3.332587164291395
227,0.0,,0.0,0.25,7,Clusterwise RFT,3.8,3.335343410441565
228,1.0,,0.0,0.25,7,Clusterwise RFT,4.0,3.3326673723284834
229,0.0,,0.0,0.25,7,Clusterwise RFT,4.2,3.3201642089180146
230,0.0,,0.0,0.25,7,Clusterwise RFT,4.6,3.333136416013823
231,0.0,,0.0,0.25,10,Clusterwise RFT,2.4,3.31188516207398
232,0.0,,0.0,0.25,10,Clusterwise RFT,2.6,3.3376562677413717
233,0.0,,0.0,0.25,10,Clusterwise RFT,2.8,3.334992479516692
234,0.0,,0.0,0.25,10,Clusterwise RFT,3.0,3.3313322829038614
235,0.0,,0.0,0.25,10,Clusterwise RFT,3.2,3.3197005593604825
236,0.0,,0.0,0.25,10,Clusterwise RFT,3.4,3.330149948209609
237,0.0,,0.0,0.25,10,Clusterwise RFT,3.6,3.3403056217944473
238,0.0,,0.0,0.25,10,Clusterwise RFT,3.8,3.335977216959108
239,1.0,,0.0,0.25,10,Clusterwise RFT,4.0,3.3293400229091596
240,0.0,,0.0,0.25,10,Clusterwise RFT,4.2,3.328783810439022
241,0.0,,0.0,0.25,10,Clusterwise RFT,4.6,3.3395127779010356
242,0.0,,0.0,0.25,15,Clusterwise RFT,2.4,3.3430326552365375
243,0.0,,0.0,0.25,15,Clusterwise RFT,2.6,3.328305082615624
244,0.0,,0.0,0.25,15,Clusterwise RFT,2.8,3.325727357497788
245,0.0,,0.0,0.25,15,Clusterwise RFT,3.0,3.325530002072136
246,0.0,,0.0,0.25,15,Clusterwise RFT,3.2,3.336024215156107
247,0.0,,0.0,0.25,15,Clusterwise RFT,3.4,3.322366350348011
248,0.0,,0.0,0.25,15,Clusterwise RFT,3.6,3.3164780242896574
249,0.0,,0.0,0.25,15,Clusterwise RFT,3.8,3.3312720539110448
250,0.0,,0.0,0.25,15,Clusterwise RFT,4.0,3.336406241929931
251,0.0,,0.0,0.25,15,Clusterwise RFT,4.2,3.33556482127257
252,0.0,,0.0,0.25,15,Clusterwise RFT,4.6,3.3209710592221837
253,0.0,,0.0,0.25,20,Clusterwise RFT,2.4,3.3350424801917544
254,0.0,,0.0,0.25,20,Clusterwise RFT,2.6,3.3372359614024933
255,0.0,,0.0,0.25,20,Clusterwise RFT,2.8,3.3320433008409
256,0.0,,0.0,0.25,20,Clusterwise RFT,3.0,3.34221995448017
257,0.0,,0.0,0.25,20,Clusterwise RFT,3.2,3.3341729217993845
258,0.0,,0.0,0.25,20,Clusterwise RFT,3.4,3.331070524799653
259,0.0,,0.0,0.25,20,Clusterwise RFT,3.6,3.3339391171140123
260,0.0,,0.0,0.25,20,Clusterwise RFT,3.8,3.328133407177221
261,0.0,,0.0,0.25,20,Clusterwise RFT,4.0,3.327787840636192
262,0.0,,0.0,0.25,20,Clusterwise RFT,4.2,3.3333271963380406
263,0.0,,0.0,0.25,20,Clusterwise RFT,4.6,3.335780460891656
264,0.0,,0.0,0.25,30,Clusterwise RFT,2.4,3.3325735062200357
265,0.0,,0.0,0.25,30,Clusterwise RFT,2.6,3.336939675367061
266,0.0,,0.0,0.25,30,Clusterwise RFT,2.8,3.329951535185189
267,0.0,,0.0,0.25,30,Clusterwise RFT,3.0,3.328980167092756
268,0.0,,0.0,0.25,30,Clusterwise RFT,3.2,3.330034038226864
269,0.0,,0.0,0.25,30,Clusterwise RFT,3.4,3.3317652831680125
270,0.0,,0.0,0.25,30,Clusterwise RFT,3.6,3.329395889476545
271,0.0,,0.0,0.25,30,Clusterwise RFT,3.8,3.3367644674789854
272,0.0,,0.0,0.25,30,Clusterwise RFT,4.0,3.3335420283558785
273,0.0,,0.0,0.25,30,Clusterwise RFT,4.2,3.3269469291924327
274,0.0,,0.0,0.25,30,Clusterwise RFT,4.6,3.3280950053896787
275,0.0,,0.0,0.25,45,Clusterwise RFT,2.4,3.3280886565879713
276,0.0,,0.0,0.25,45,Clusterwise RFT,2.6,3.3315675236612314
277,0.0,,0.0,0.25,45,Clusterwise RFT,2.8,3.3357870422818605
278,0.0,,0.0,0.25,45,Clusterwise RFT,3.0,3.3286717873632488
279,0.0,,0.0,0.25,45,Clusterwise RFT,3.2,3.331787530147193
280,0.0,,0.0,0.25,45,Clusterwise RFT,3.4,3.333388890313191
281,0.0,,0.0,0.25,45,Clusterwise RFT,3.6,3.329416273855109
282,0.0,,0.0,0.25,45,Clusterwise RFT,3.8,3.330994793129713
283,0.0,,0.0,0.25,45,Clusterwise RFT,4.0,3.3254303734736927
284,0.0,,0.0,0.25,45,Clusterwise RFT,4.2,3.32621010845443
285,0.0,,0.0,0.25,45,Clusterwise RFT,4.6,3.3334477261974707
286,0.0,,0.0,0.25,60,Clusterwise RFT,2.4,3.333534194265373
287,0.0,,0.0,0.25,60,Clusterwise RFT,2.6,3.329673796404669
288,0.0,,0.0,0.25,60,Clusterwise RFT,2.8,3.3275853991980555
289,0.0,,0.0,0.25,60,Clusterwise RFT,3.0,3.3339028486767917
290,0.0,,0.0,0.25,60,Clusterwise RFT,3.2,3.3240512591156706
291,0.0,,0.0,0.25,60,Clusterwise RFT,3.4,3.3292435479859743
292,0.0,,0.0,0.25,60,Clusterwise RFT,3.6,3.3356781720132234
293,0.0,,0.0,0.25,60,Clusterwise RFT,3.8,3.3314836843274342
294,0.0,,0.0,0.25,60,Clusterwise RFT,4.0,3.3338674106212194
295,1.0,,0.0,0.25,60,Clusterwise RFT,4.2,3.3333007944683914
296,0.0,,0.0,0.25,60,Clusterwise RFT,4.6,3.337762129308115
297,0.0,,0.0,0.5,2,Clusterwise RFT,2.4,3.3092490745542893
298,0.0,,0.0,0.5,2,Clusterwise RFT,2.6,3.3585979676416264
299,0.0,,0.0,0.5,2,Clusterwise RFT,2.8,3.3655213956661214
300,0.0,,0.0,0.5,2,Clusterwise RFT,3.0,3.3377369137216255
301,0.0,,0.0,0.5,2,Clusterwise RFT,3.2,3.311966132191944
302,0.0,,0.0,0.5,2,Clusterwise RFT,3.4,3.354509668125641
303,0.0,,0.0,0.5,2,Clusterwise RFT,3.6,3.3394734878358077
304,0.0,,0.0,0.5,2,Clusterwise RFT,3.8,3.304912887112447
305,0.0,,0.0,0.5,2,Clusterwise RFT,4.0,3.3145718283711485
306,0.0,,0.0,0.5,2,Clusterwise RFT,4.2,3.3362204549248182
307,0.0,,0.0,0.5,2,Clusterwise RFT,4.6,3.322904098745831
308,0.0,,0.0,0.5,5,Clusterwise RFT,2.4,3.3219621985256507
309,0.0,,0.0,0.5,5,Clusterwise RFT,2.6,3.346339350709805
310,0.0,,0.0,0.5,5,Clusterwise RFT,2.8,3.3264256884014967
311,0.0,,0.0,0.5,5,Clusterwise RFT,3.0,3.335526618520193
312,0.0,,0.0,0.5,5,Clusterwise RFT,3.2,3.3314540430013095
313,0.0,,0.0,0.5,5,Clusterwise RFT,3.4,3.344021835989266
314,0.0,,0.0,0.5,5,Clusterwise RFT,3.6,3.332156546990232
